key,grade,readers,outcome,verdict,gradeable,bad,good,usable,note
train_44_a,usable,,graded,usable,0.848218,0.151782,0.121474,0.726744,
train_450_g,good,,graded,bad,0.397977,0.602023,0.027481,0.370497,
train_451_n,good,,graded,good,0.992573,0.007427,0.908558,0.084016,
train_452_n,good,,graded,good,0.876696,0.123304,0.686245,0.190451,
train_453_n,usable,,graded,usable,0.746274,0.253726,0.091609,0.654665,
train_454_n,usable,,graded,usable,0.847542,0.152458,0.201789,0.645752,
train_455_n,good,,graded,good,0.995803,0.004197,0.876388,0.119415,
train_456_n,usable,,graded,bad,0.446539,0.553461,0.027743,0.418797,
train_457_n,good,,graded,good,0.981982,0.018017,0.603217,0.378765,
train_458_n,good,,graded,good,0.999863,0.000137,0.991159,0.008704,
train_459_n,good,,graded,good,0.995382,0.004618,0.820919,0.174463,
train_45_a,good,,graded,good,0.999721,0.000279,0.961581,0.038141,
train_460_n,good,,graded,good,0.963148,0.036852,0.500481,0.462667,
train_461_n,good,,graded,usable,0.907726,0.092274,0.262721,0.645006,
train_462_n,good,,graded,good,0.989536,0.010464,0.678366,0.311171,
train_463_n,good,,graded,bad,0.483508,0.516492,0.037412,0.446096,
train_464_n,usable,,graded,usable,0.670352,0.329648,0.087813,0.582539,
train_465_n,good,,graded,good,0.994743,0.005257,0.912307,0.082436,
train_466_n,good,,graded,good,0.997973,0.002027,0.943431,0.054542,
train_467_n,good,,graded,good,0.758577,0.241423,0.405245,0.353333,
train_468_n,good,,graded,good,0.881027,0.118973,0.511507,0.369520,
train_469_n,good,,graded,good,0.990959,0.009041,0.903719,0.087240,
train_46_a,good,,graded,good,0.999606,0.000394,0.974233,0.025374,
train_470_n,good,,graded,good,0.988697,0.011303,0.822516,0.166181,
train_471_n,good,,graded,good,0.983072,0.016928,0.834660,0.148412,
train_472_n,good,,graded,good,0.998332,0.001668,0.968413,0.029918,
train_473_n,good,,graded,good,0.992752,0.007248,0.862064,0.130689,
train_474_n,good,,graded,good,0.996960,0.003040,0.878566,0.118394,
train_475_n,good,,graded,good,0.968474,0.031526,0.534585,0.433889,
train_476_n,good,,graded,good,0.999766,0.000234,0.993287,0.006479,
train_477_n,good,,graded,good,0.995466,0.004534,0.812081,0.183385,
train_478_n,good,,graded,usable,0.885856,0.114144,0.249596,0.636259,
train_479_n,good,,graded,usable,0.785598,0.214402,0.158230,0.627367,
train_47_a,good,,graded,good,0.998245,0.001755,0.878846,0.119398,
train_480_n,good,,graded,good,0.907214,0.092786,0.524038,0.383176,
train_481_n,good,,graded,good,0.902847,0.097152,0.700275,0.202572,
train_482_n,good,,graded,good,0.995027,0.004973,0.871545,0.123482,
train_483_n,good,,graded,good,0.998750,0.001250,0.944485,0.054265,
train_484_n,good,,graded,good,0.927096,0.072904,0.638730,0.288366,
train_485_n,good,,graded,good,0.994341,0.005659,0.920302,0.074038,
train_486_n,good,,graded,good,0.997399,0.002601,0.918924,0.078475,
train_487_n,good,,graded,good,0.980282,0.019718,0.773209,0.207073,
train_488_n,good,,graded,good,0.999792,0.000208,0.990148,0.009644,
train_489_n,good,,graded,good,0.994378,0.005622,0.886828,0.107550,
train_48_a,good,,graded,good,0.997197,0.002803,0.956707,0.040490,
train_490_n,good,,graded,good,0.998958,0.001042,0.974218,0.024740,
train_491_n,good,,graded,good,0.994855,0.005145,0.786696,0.208158,
train_492_n,good,,graded,good,0.979911,0.020089,0.740735,0.239176,
train_493_n,good,,graded,usable,0.745489,0.254511,0.052478,0.693011,
train_494_n,good,,graded,good,0.848669,0.151331,0.487275,0.361394,
train_495_n,good,,graded,good,0.994035,0.005965,0.867413,0.126622,
train_496_n,good,,graded,good,0.999831,0.000169,0.992068,0.007763,
train_497_n,good,,graded,good,0.942784,0.057216,0.696932,0.245851,
train_498_n,good,,graded,good,0.999193,0.000807,0.964730,0.034463,
train_499_n,good,,graded,good,0.997410,0.002590,0.962228,0.035182,
train_49_a,good,,graded,good,0.998206,0.001794,0.950935,0.047270,
train_4_a,good,,graded,usable,0.831052,0.168948,0.266490,0.564562,
train_500_n,good,,graded,good,0.992282,0.007718,0.821692,0.170589,
train_501_n,good,,graded,good,0.996089,0.003911,0.894831,0.101258,
train_502_n,good,,graded,good,0.904704,0.095296,0.544205,0.360500,
train_503_n,good,,graded,good,0.998346,0.001654,0.952487,0.045859,
train_504_n,good,,graded,good,0.997965,0.002035,0.934427,0.063538,
train_505_n,good,,graded,good,0.999667,0.000333,0.991769,0.007898,
train_506_n,good,,graded,good,0.996324,0.003676,0.901892,0.094432,
train_507_n,good,,graded,good,0.979764,0.020236,0.794956,0.184807,
train_508_n,good,,graded,good,0.991779,0.008221,0.895175,0.096604,
train_509_n,good,,graded,good,0.972697,0.027303,0.850775,0.121922,
train_50_a,good,,graded,good,0.977765,0.022235,0.706666,0.271100,
train_510_n,good,,graded,usable,0.751240,0.248760,0.121518,0.629722,
train_511_n,good,,graded,good,0.998429,0.001571,0.950334,0.048096,
train_512_n,good,,graded,good,0.997510,0.002490,0.917112,0.080399,
train_513_n,good,,graded,good,0.996584,0.003416,0.908922,0.087662,
train_514_n,good,,graded,good,0.989910,0.010090,0.723108,0.266802,
train_515_n,good,,graded,good,0.999417,0.000583,0.967888,0.031529,
train_516_n,good,,graded,good,0.998168,0.001832,0.961971,0.036198,
train_517_n,good,,graded,good,0.994949,0.005051,0.933051,0.061898,
train_518_n,good,,graded,good,0.920035,0.079965,0.624376,0.295658,
train_519_n,good,,graded,usable,0.923101,0.076899,0.358734,0.564367,
train_51_a,good,,graded,usable,0.717317,0.282683,0.079759,0.637558,
train_520_n,good,,graded,good,0.994762,0.005238,0.901900,0.092863,
train_521_n,good,,graded,good,0.997991,0.002009,0.904296,0.093696,
train_522_n,good,,graded,good,0.996003,0.003997,0.888671,0.107332,
train_523_n,good,,graded,usable,0.865173,0.134827,0.419530,0.445644,
train_524_n,good,,graded,good,0.950602,0.049398,0.548855,0.401747,
train_525_n,good,,graded,usable,0.656330,0.343670,0.068303,0.588027,
train_526_n,good,,graded,usable,0.890836,0.109164,0.231887,0.658949,
train_527_n,good,,graded,good,0.985194,0.014806,0.613849,0.371345,
train_528_n,good,,graded,good,0.994334,0.005666,0.856709,0.137625,
train_529_n,good,,graded,usable,0.789675,0.210325,0.132853,0.656823,
train_52_a,good,,graded,good,0.999680,0.000320,0.986906,0.012775,
train_530_n,good,,graded,usable,0.829280,0.170720,0.318574,0.510705,
train_531_n,usable,,graded,usable,0.613044,0.386956,0.034508,0.578536,
train_532_n,good,,graded,good,0.988525,0.011475,0.830057,0.158468,
train_533_n,good,,graded,usable,0.909908,0.090092,0.244657,0.665251,
train_534_n,good,,graded,bad,0.393990,0.606010,0.027442,0.366547,
train_535_n,good,,graded,usable,0.941791,0.058209,0.348357,0.593434,
train_536_n,good,,graded,usable,0.545788,0.454212,0.034878,0.510910,
train_537_n,good,,graded,bad,0.410456,0.589544,0.009343,0.401113,
train_538_n,good,,graded,good,0.999482,0.000518,0.974027,0.025455,
train_539_n,good,,graded,good,0.997456,0.002544,0.935928,0.061528,
train_53_a,good,,graded,good,0.993128,0.006872,0.791746,0.201382,
train_540_n,good,,graded,good,0.982111,0.017889,0.791650,0.190461,
train_541_n,good,,graded,good,0.991261,0.008739,0.814887,0.176374,
train_542_n,good,,graded,good,0.996481,0.003519,0.957483,0.038999,
train_543_n,good,,graded,good,0.998401,0.001599,0.955766,0.042636,
train_544_n,good,,graded,good,0.966739,0.033261,0.653395,0.313345,
train_545_n,good,,graded,usable,0.829164,0.170836,0.179975,0.649189,
train_546_n,good,,graded,bad,0.283479,0.716522,0.010188,0.273291,
train_547_n,good,,graded,good,0.963048,0.036952,0.586444,0.376604,
train_548_n,good,,graded,good,0.994155,0.005845,0.871850,0.122306,
train_549_n,good,,graded,good,0.998553,0.001447,0.937572,0.060981,
train_54_a,good,,graded,good,0.998773,0.001227,0.909968,0.088805,
train_550_n,good,,graded,good,0.994293,0.005707,0.835065,0.159228,
train_551_n,good,,graded,good,0.993079,0.006921,0.823509,0.169570,
train_552_n,good,,graded,good,0.985973,0.014027,0.820013,0.165960,
train_553_n,good,,graded,good,0.990259,0.009741,0.823507,0.166752,
train_554_n,good,,graded,good,0.995642,0.004358,0.932563,0.063079,
train_555_n,good,,graded,good,0.992359,0.007641,0.904175,0.088184,
train_556_n,good,,graded,good,0.990004,0.009996,0.693980,0.296024,
train_557_n,good,,graded,good,0.997251,0.002749,0.956093,0.041157,
train_558_n,good,,graded,good,0.998595,0.001405,0.971088,0.027507,
train_559_n,good,,graded,good,0.999792,0.000208,0.987981,0.011811,
train_55_a,good,,graded,usable,0.906247,0.093753,0.311741,0.594505,
train_560_n,good,,graded,good,0.978075,0.021925,0.690492,0.287583,
train_561_n,good,,graded,good,0.993952,0.006048,0.918521,0.075432,
train_562_n,good,,graded,good,0.953303,0.046697,0.622914,0.330389,
train_563_n,good,,graded,good,0.999184,0.000816,0.969923,0.029260,
train_564_n,good,,graded,good,0.999712,0.000288,0.989705,0.010007,
train_565_n,good,,graded,good,0.991732,0.008268,0.796759,0.194974,
train_566_n,good,,graded,good,0.990145,0.009855,0.751769,0.238376,
train_567_n,good,,graded,good,0.976314,0.023686,0.582679,0.393635,
train_568_n,good,,graded,usable,0.942415,0.057585,0.460760,0.481655,
train_569_n,good,,graded,good,0.999012,0.000988,0.926926,0.072086,
train_56_a,good,,graded,usable,0.720025,0.279975,0.139016,0.581009,
train_570_n,good,,graded,good,0.999500,0.000501,0.971491,0.028009,
train_571_n,good,,graded,good,0.999220,0.000780,0.967512,0.031708,
train_572_n,good,,graded,good,0.999436,0.000564,0.983849,0.015587,
train_573_n,good,,graded,good,0.998791,0.001209,0.970550,0.028240,
train_574_n,good,,graded,good,0.999344,0.000656,0.980477,0.018866,
train_575_n,good,,graded,good,0.988306,0.011694,0.716324,0.271982,
train_576_n,good,,graded,good,0.989722,0.010278,0.783013,0.206709,
train_577_n,good,,graded,good,0.999826,0.000174,0.988092,0.011734,
train_578_n,good,,graded,good,0.999667,0.000333,0.981116,0.018551,
train_579_n,good,,graded,good,0.997863,0.002137,0.925724,0.072139,
train_57_a,good,,graded,good,0.982167,0.017833,0.742805,0.239363,
train_580_n,good,,graded,good,0.997699,0.002301,0.882711,0.114988,
train_581_n,good,,graded,good,0.999715,0.000285,0.978358,0.021357,
train_582_n,good,,graded,good,0.999009,0.000991,0.970294,0.028716,
train_583_n,good,,graded,good,0.998810,0.001190,0.973529,0.025280,
train_584_n,good,,graded,good,0.999597,0.000403,0.982602,0.016995,
train_585_n,good,,graded,good,0.999213,0.000787,0.962242,0.036971,
train_586_n,good,,graded,good,0.997564,0.002436,0.882876,0.114688,
train_587_n,good,,graded,good,0.993712,0.006288,0.884602,0.109110,
train_588_n,good,,graded,good,0.988346,0.011654,0.840433,0.147913,
train_589_n,good,,graded,good,0.999682,0.000318,0.989474,0.010209,
train_58_a,good,,graded,usable,0.900799,0.099201,0.114092,0.786707,
train_590_n,good,,graded,good,0.999777,0.000222,0.984430,0.015348,
train_591_n,good,,graded,good,0.999310,0.000690,0.986059,0.013252,
train_592_n,good,,graded,good,0.999323,0.000677,0.976546,0.022777,
train_593_n,good,,graded,good,0.996350,0.003650,0.901274,0.095076,
train_594_n,good,,graded,good,0.999862,0.000138,0.994162,0.005700,
train_595_n,good,,graded,good,0.995008,0.004992,0.886152,0.108856,
train_596_n,good,,graded,good,0.992820,0.007180,0.870297,0.122523,
train_597_n,good,,graded,good,0.999976,0.000024,0.997921,0.002055,
train_598_n,good,,graded,good,0.999239,0.000761,0.970791,0.028448,
train_599_n,good,,graded,good,0.999889,0.000111,0.993772,0.006118,
train_59_a,usable,,graded,bad,0.010610,0.989390,0.000116,0.010494,
train_5_a,good,,graded,good,0.992002,0.007998,0.863590,0.128412,
train_600_n,good,,graded,good,0.999345,0.000655,0.975699,0.023646,
train_60_a,good,,graded,good,0.974742,0.025258,0.661058,0.313685,
train_61_a,good,,graded,usable,0.969981,0.030019,0.463640,0.506341,
train_62_a,good,,graded,usable,0.932483,0.067517,0.398684,0.533799,
train_63_a,good,,graded,good,0.987998,0.012002,0.729811,0.258187,
train_64_a,good,,graded,good,0.998945,0.001055,0.961716,0.037229,
train_65_a,good,,graded,good,0.885874,0.114126,0.454528,0.431346,
train_66_a,usable,,graded,usable,0.731417,0.268582,0.074906,0.656512,
train_67_a,good,,graded,usable,0.933170,0.066830,0.164088,0.769082,
train_68_a,good,,graded,usable,0.972442,0.027558,0.088087,0.884355,
train_69_a,good,,graded,good,0.994142,0.005858,0.844373,0.149769,
train_6_a,good,,graded,good,0.996721,0.003279,0.830293,0.166428,
train_70_a,good,,graded,usable,0.822253,0.177747,0.311220,0.511033,
train_71_a,good,,graded,good,0.999601,0.000399,0.970754,0.028847,
train_72_a,good,,graded,good,0.999846,0.000154,0.987244,0.012602,
train_73_a,good,,graded,good,0.999825,0.000175,0.987101,0.012724,
train_74_a,good,,graded,good,0.988738,0.011262,0.785300,0.203438,
train_75_a,good,,graded,good,0.993207,0.006793,0.925500,0.067708,
train_76_a,bad,,graded,usable,0.684157,0.315843,0.024417,0.659740,
train_77_a,usable,,graded,good,0.936358,0.063642,0.528474,0.407884,
train_78_a,good,,graded,usable,0.947298,0.052702,0.275371,0.671927,
train_79_a,good,,graded,good,0.977701,0.022299,0.640613,0.337087,
train_7_a,good,,graded,good,0.958184,0.041816,0.496677,0.461507,
train_80_a,good,,graded,usable,0.765300,0.234700,0.160296,0.605004,
train_81_a,good,,graded,good,0.998074,0.001926,0.932314,0.065759,
train_82_a,usable,,graded,usable,0.618822,0.381178,0.034368,0.584454,
train_83_a,usable,,graded,usable,0.589416,0.410584,0.039183,0.550233,
train_84_a,usable,,graded,bad,0.320898,0.679102,0.013442,0.307456,
train_85_a,usable,,graded,usable,0.605999,0.394001,0.023320,0.582679,
train_86_a,good,,graded,good,0.994342,0.005658,0.815585,0.178757,
train_87_a,good,,graded,good,0.999046,0.000954,0.964472,0.034574,
train_88_a,good,,graded,usable,0.937626,0.062374,0.376816,0.560810,
train_89_a,good,,graded,usable,0.711973,0.288027,0.054995,0.656978,
train_8_a,good,,graded,usable,0.925713,0.074287,0.366991,0.558722,
train_90_a,good,,graded,good,0.998395,0.001605,0.872602,0.125792,
train_91_a,usable,,graded,bad,0.366627,0.633373,0.010153,0.356474,
train_92_a,good,,graded,good,0.976425,0.023575,0.506183,0.470242,
train_93_a,good,,graded,usable,0.793682,0.206318,0.074528,0.719154,
train_94_a,good,,graded,usable,0.641237,0.358763,0.109229,0.532008,
train_95_a,good,,graded,good,0.990757,0.009243,0.674033,0.316725,
train_96_a,good,,graded,usable,0.923920,0.076080,0.128048,0.795871,
train_97_a,good,,graded,good,0.993128,0.006872,0.791746,0.201382,
train_98_a,usable,,graded,usable,0.745224,0.254776,0.046624,0.698600,
train_99_a,usable,,graded,bad,0.417403,0.582597,0.014802,0.402602,
train_9_a,good,,graded,usable,0.887161,0.112839,0.424274,0.462886,
